Title,Media URL,Destination Link,Description,Pinterest board
"Seaside, Oregon - Winter 2024 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_8634.webp,https://sjkonfilm.work/pages/scenes.html,"Seaside, Oregon - Winter 2024 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Portland, Oregon - Summer 2025 - 35mm Film Photography #7",https://sjkonfilm.work/assets/images/scenes/full/IMG_3949.webp,https://sjkonfilm.work/pages/scenes.html,"Portland, Oregon - Summer 2025 - 35mm Film Photography #7. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Portland, Oregon - Summer 2025 - 35mm Film Photography #8",https://sjkonfilm.work/assets/images/scenes/full/IMG_3980.webp,https://sjkonfilm.work/pages/scenes.html,"Portland, Oregon - Summer 2025 - 35mm Film Photography #8. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Fayetteville, Arkansas - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_3991.webp,https://sjkonfilm.work/pages/scenes.html,"Fayetteville, Arkansas - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Kyoto, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4499.webp,https://sjkonfilm.work/pages/scenes.html,"Kyoto, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Nikko, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4584.webp,https://sjkonfilm.work/pages/scenes.html,"Nikko, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Kamakura, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4637.webp,https://sjkonfilm.work/pages/scenes.html,"Kamakura, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4716.webp,https://sjkonfilm.work/pages/scenes.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #2",https://sjkonfilm.work/assets/images/scenes/full/IMG_4717.webp,https://sjkonfilm.work/pages/scenes.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #2. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Osaka, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4755.webp,https://sjkonfilm.work/pages/scenes.html,"Osaka, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Kawagoe, Japan - Autumn 2025 - 35mm Film Photography",https://sjkonfilm.work/assets/images/scenes/full/IMG_4806.webp,https://sjkonfilm.work/pages/scenes.html,"Kawagoe, Japan - Autumn 2025 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #3",https://sjkonfilm.work/assets/images/scenes/full/IMG_4812.webp,https://sjkonfilm.work/pages/scenes.html,"Tokyo, Japan - Autumn 2025 - 35mm Film Photography #3. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
"Salzburg, Austria - Spring 2023 - 35mm Film Photography #2",https://sjkonfilm.work/assets/images/scenes/full/IMG_8242.webp,https://sjkonfilm.work/pages/scenes.html,"Salzburg, Austria - Spring 2023 - 35mm Film Photography #2. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography,https://sjkonfilm.work/assets/images/scenes/full/000000010005.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #2,https://sjkonfilm.work/assets/images/scenes/full/000000010007.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #2. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #3,https://sjkonfilm.work/assets/images/scenes/full/000000020009.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #3. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #4,https://sjkonfilm.work/assets/images/scenes/full/000000030004.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #4. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #5,https://sjkonfilm.work/assets/images/scenes/full/000000040030.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #5. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #6,https://sjkonfilm.work/assets/images/scenes/full/000000040034.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #6. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #7,https://sjkonfilm.work/assets/images/scenes/full/000000050002.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #7. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #8,https://sjkonfilm.work/assets/images/scenes/full/000000050004.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #8. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #9,https://sjkonfilm.work/assets/images/scenes/full/000000050022.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #9. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #10,https://sjkonfilm.work/assets/images/scenes/full/000000050026.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #10. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #11,https://sjkonfilm.work/assets/images/scenes/full/000000050027.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #11. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #12,https://sjkonfilm.work/assets/images/scenes/full/000000050036.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #12. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #13,https://sjkonfilm.work/assets/images/scenes/full/000000060005.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #13. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #14,https://sjkonfilm.work/assets/images/scenes/full/000000070011.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #14. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
Cuba - Summer 2026 - 35mm Film Photography #15,https://sjkonfilm.work/assets/images/scenes/full/000000070017.webp,https://sjkonfilm.work/pages/scenes.html,"Cuba - Summer 2026 - 35mm Film Photography #15. Shot on analog 35mm / 120 film by Sawyer Knox in Portland, Oregon. Instagram: @sawyer.j.knox | Portfolio & prints: https://sjkonfilm.work",Analog Landscapes & Scenes
